pickup_date,total_trips,avg_duration,avg_speed,trip_volume_zscore,volume_anomaly,duration_anomaly,speed_anomaly,combined_anomaly
2022-03-09,1,9.783333333333333,28.425276183986366,-1.6237139280176442,False,False,False,False
2022-03-12,1,4.633333333333334,16.25549179856115,-1.6237139280176442,False,False,False,False
2022-03-15,3,150.2888888888889,10.130968838939902,-1.6236652865032724,False,False,True,True
2022-03-17,1,3.2333333333333334,28.96812,-1.6237139280176442,False,False,False,False
2022-03-18,2,9.683333333333334,18.250325157822054,-1.6236896072604583,False,False,False,False
2022-03-22,2,11.55,28.520409918701997,-1.6236896072604583,False,False,False,False
2022-04-02,3,11.4,17.818780850357456,-1.6236652865032724,False,False,False,False
2022-04-06,1,9.233333333333333,17.464534440433212,-1.6237139280176442,False,False,False,False
2022-04-09,1,8.633333333333333,19.01382393822394,-1.6237139280176442,False,False,False,False
2022-04-12,3,149.8111111111111,15.104148920827308,-1.6236652865032724,False,False,False,False
